"","GBCODE","W1","W2","mean","se","df"
"1845",530400,0.4206,0.5794,23.4359206153846,0.615548074632542,240
"1846",530421,0.3328,0.6672,22.2048295384615,0.583099579871473,240
"1847",530422,0.4074,0.5926,23.2508363076923,0.610599291447399,240
"1848",530423,0.4519,0.5481,23.8747947692308,0.627375238266191,240
"1849",530424,0.3795,0.6205,22.8596353846154,0.600219002687419,240
"1850",530425,0.3912,0.6088,23.0236873846154,0.604558624440848,240
"1851",530426,0.3716,0.6284,22.7488652307692,0.597300023223467,240
"1852",530427,0.2878,0.7122,21.5738603076923,0.566929306702668,240
"1853",530428,0.3228,0.6772,22.0646141538462,0.579477557984677,240
"1854",530600,0.1871,0.8129,20.1618913846154,0.532052519369425,240
"1855",530621,0.1537,0.8463,19.693572,0.52093179794547,240
"1856",530622,0.1303,0.8697,19.365468,0.513287039028579,240
"1857",530623,0.1746,0.8254,19.9866221538462,0.527862594864962,240
"1858",530624,0.2047,0.7953,20.4086704615385,0.538006864573789,240
"1859",530625,0.1747,0.8253,19.9880243076923,0.527895983227833,240
"1860",530626,0.393,0.607,23.0489261538462,0.605227992040906,240
"1861",530627,0.1575,0.8425,19.7468538461538,0.522184852827498,240
"1862",530628,0.0683,0.9317,18.4961326153846,0.493660562657998,240
"1863",530629,0.1428,0.8572,19.5407372307692,0.517355346463439,240
"1864",530630,0.4371,0.5629,23.667276,0.62176690750381,240
"1865",532301,0.564,0.436,25.4466092307692,0.670706941773271,240
"1866",532322,0.2259,0.7741,20.7059270769231,0.545261717889913,240
"1867",532323,0.2379,0.7621,20.8741855384615,0.54940696814714,240
"1868",532324,0.2117,0.7883,20.5068212307692,0.540392511317925,240
"1869",532325,0.2704,0.7296,21.3298855384615,0.560768582277649,240
"1870",532326,0.1812,0.8188,20.0791643076923,0.530070777037204,240
"1871",532327,0.2462,0.7538,20.9905643076923,0.55229005454824,240
"1872",532328,0.2433,0.7567,20.9499018461538,0.551281244425669,240
"1873",532329,0.2148,0.7852,20.550288,0.541452128078065,240
"1874",532331,0.3528,0.6472,22.4852603076923,0.590390746248946,240
"1875",532501,0.3557,0.6443,22.5259227692308,0.591453075373492,240
"1876",532502,0.6533,0.3467,26.6987326153846,0.706174816555902,240
"1877",532503,0.5099,0.4901,24.688044,0.649614937996913,240
"1878",532523,0.1085,0.8915,19.0597984615385,0.506279053949085,240
"1879",532524,0.3635,0.6365,22.6352907692308,0.594316674967177,240
"1880",532525,0.3131,0.6869,21.9286052307692,0.575979579608307,240
"1881",532526,0.3955,0.6045,23.08398,0.606158428612956,240
"1882",532527,0.2996,0.7004,21.7393144615385,0.571137000282707,240
"1883",532528,0.0641,0.9359,18.4372421538462,0.49236595939607,240
"1884",532529,0.0689,0.9311,18.5045455384615,0.493845881872529,240
"1885",532530,0.1416,0.8584,19.5239113846154,0.516963241436771,240
"1886",532531,0.0975,0.9025,18.9055615384615,0.50278618122991,240
"1887",532532,0.3664,0.6336,22.6759532307692,0.59538366948566,240
"1888",532621,0.4765,0.5235,24.2197246153846,0.636758330445076,240
"1889",532622,0.3188,0.6812,22.008528,0.578033241202988,240
"1890",532623,0.1404,0.8596,19.5070855384615,0.516571462990631,240
"1891",532624,0.1809,0.8191,20.0749578461539,0.529970205440536,240
"1892",532625,0.2445,0.7555,20.9667276923077,0.551698492829507,240
"1893",532626,0.1541,0.8459,19.6991806153846,0.521063548138149,240
